Link to gab,Sentiment Score
https://gab.com/epochtimes_bot/posts/103966696827046809,0.05892857142857143
https://gab.com/ArchKennedy/posts/103833308845805837,0.0
https://gab.com/CaptainCahab/posts/103737230452111524,0.0
https://gab.com/CaptainCahab/posts/103737226670656640,0.1
https://gab.com/CaptainCahab/posts/103722139430164890,0.0
https://gab.com/CaptainCahab/posts/103716371261616737,0.125
https://gab.com/CaptainCahab/posts/103715954276591289,0.0
https://gab.com/CaptainCahab/posts/103715156444570846,0.07500000000000001
https://gab.com/CaptainCahab/posts/103714783101881787,-0.016666666666666666
https://gab.com/CaptainCahab/posts/103714782055020632,0.0
https://gab.com/CaptainCahab/posts/103714779655524872,0.0
https://gab.com/CaptainCahab/posts/103714777394760945,0.0
https://gab.com/CaptainCahab/posts/103704301394590156,0.0
https://gab.com/CaptainCahab/posts/103704280050107692,0.0
https://gab.com/CaptainCahab/posts/103704273088968306,0.0
https://gab.com/CaptainCahab/posts/103700122950106726,0.07724116161616162
https://gab.com/CaptainCahab/posts/103697762678725547,0.234375
https://gab.com/CaptainCahab/posts/103697760663664374,0.0
https://gab.com/CaptainCahab/posts/103697759062914029,0.0
https://gab.com/CaptainCahab/posts/103697755769118616,0.0
https://gab.com/CaptainCahab/posts/103655101522563556,0.0
https://gab.com/CaptainCahab/posts/103655096337494544,0.0
https://gab.com/CaptainCahab/posts/103626115124249320,0.0
https://gab.com/CaptainCahab/posts/103598129217175625,0.0
https://gab.com/CaptainCahab/posts/103597925375581394,0.0
https://gab.com/CaptainCahab/posts/103597908375301933,0.0
https://gab.com/CaptainCahab/posts/103597906136857117,0.0
https://gab.com/CaptainCahab/posts/103597904961663431,0.0
https://gab.com/CaptainCahab/posts/103597901226904960,0.0
https://gab.com/RunaBlanca/posts/103596662905814926,0.0
https://gab.com/CaptainCahab/posts/103591505961119111,0.0
https://gab.com/CaptainCahab/posts/103591319056687085,0.0
https://gab.com/CaptainCahab/posts/103591316298748514,0.0
https://gab.com/CaptainCahab/posts/103591314665959926,0.0
https://gab.com/LightOnIt1/posts/103588052198064710,-0.03333333333333333
https://gab.com/Fulcrum_News/posts/103557514869653949,0.3125
https://gab.com/emctsprime/posts/103540655208206065,0.0
